age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y 
47,services,married,secondary,no,-98,yes,yes,telephone,13,211,1,-1,0,unknown,no
73,retired,married,primary,no,253,no,no,cellular,20,345,1,-1,0,unknown,yes
49,technician,single,secondary,no,1245,no,no,cellular,29,115,2,198,2,failure,no
72,retired,married,tertiary,no,3561,no,no,telephone,15,511,3,184,7,success,yes
27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,154,3,-1,0,unknown,no
79,retired,married,secondary,no,909,no,no,cellular,25,114,1,95,1,other,no
53,technician,married,unknown,no,6921,yes,no,cellular,19,130,3,188,2,other,no
24,services,married,secondary,yes,110,yes,no,unknown,23,27,1,-1,0,unknown,no
29,management,single,secondary,no,703,yes,no,cellular,16,236,1,550,2,success,yes
38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,531,2,-1,0,unknown,yes
30,management,single,tertiary,no,5,no,no,unknown,16,476,3,-1,0,unknown,no
32,technician,married,secondary,no,1308,yes,no,cellular,21,274,3,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,84,no,no,cellular,29,34,2,-1,0,unknown,no
38,services,single,secondary,no,167,yes,no,cellular,7,255,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,4,54,1,-1,0,unknown,no
48,services,single,unknown,no,5095,yes,no,unknown,16,71,1,-1,0,unknown,no
32,admin.,married,tertiary,no,118,no,no,cellular,21,383,4,176,10,failure,no
27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,116,3,-1,0,unknown,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,34,9,-1,0,unknown,no
55,admin.,married,secondary,no,512,no,no,cellular,18,115,4,-1,0,unknown,no
48,admin.,married,secondary,no,50,no,yes,cellular,21,419,1,-1,0,unknown,yes
23,technician,single,secondary,no,4659,yes,no,cellular,7,158,1,318,4,failure,no
48,blue-collar,married,secondary,no,1230,yes,yes,unknown,7,152,3,-1,0,unknown,no
36,management,single,tertiary,no,11767,yes,no,cellular,7,226,1,-1,0,unknown,no
60,technician,divorced,tertiary,no,-361,no,yes,cellular,28,76,6,-1,0,unknown,no
40,management,married,tertiary,no,409,no,no,cellular,19,111,2,-1,0,unknown,no
36,unemployed,married,tertiary,no,154,no,no,cellular,26,556,7,-1,0,unknown,yes
57,blue-collar,married,primary,no,-238,no,no,unknown,27,79,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,251,1,-1,0,unknown,no
54,services,married,unknown,no,386,no,yes,cellular,19,74,1,152,1,success,no
30,technician,single,secondary,no,1534,yes,no,unknown,27,596,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,442,8,-1,0,unknown,yes
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,1663,1,-1,0,unknown,yes
39,technician,divorced,secondary,no,688,yes,yes,cellular,19,214,1,-1,0,unknown,no
29,admin.,single,secondary,no,163,yes,yes,unknown,16,803,1,-1,0,unknown,yes
32,management,single,tertiary,no,4291,no,no,cellular,7,1321,9,-1,0,unknown,yes
35,management,married,tertiary,no,376,no,no,cellular,19,223,4,-1,0,unknown,no
35,admin.,married,tertiary,no,163,yes,no,cellular,6,126,6,-1,0,unknown,no
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,26,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,-129,yes,no,cellular,20,123,4,328,1,other,no
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,245,2,183,10,failure,yes
37,admin.,married,tertiary,no,3221,no,no,cellular,15,379,2,376,13,other,yes
34,technician,married,secondary,no,1464,yes,no,unknown,23,350,1,-1,0,unknown,no
34,technician,single,secondary,no,486,yes,no,unknown,27,185,1,-1,0,unknown,no
59,technician,divorced,tertiary,no,3331,yes,no,cellular,24,43,3,-1,0,unknown,no
49,management,married,tertiary,no,6613,no,no,cellular,19,106,1,155,3,failure,no
25,management,single,tertiary,no,943,no,no,cellular,30,512,1,-1,0,unknown,yes
60,housemaid,married,secondary,no,3587,no,no,unknown,11,133,2,-1,0,unknown,no
30,technician,single,tertiary,no,1070,no,no,cellular,14,446,2,-1,0,unknown,no
32,services,single,secondary,no,48,yes,yes,cellular,18,132,1,-1,0,unknown,no
59,management,married,tertiary,no,2239,no,no,cellular,20,377,6,90,1,success,yes
48,technician,married,tertiary,no,348,no,no,cellular,19,159,4,-1,0,unknown,no
35,admin.,married,secondary,no,-112,no,no,cellular,29,394,4,-1,0,unknown,no
33,management,single,secondary,yes,-174,yes,no,unknown,15,156,5,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,164,4,92,4,success,yes
60,admin.,married,secondary,no,106,no,no,cellular,24,137,1,187,4,success,yes
33,management,married,tertiary,no,250,no,no,cellular,4,377,6,-1,0,unknown,yes
53,retired,married,primary,no,1068,no,no,cellular,28,200,1,-1,0,unknown,no
49,management,married,secondary,no,367,yes,no,unknown,29,85,6,-1,0,unknown,no
29,technician,single,tertiary,no,0,yes,no,unknown,7,104,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1257,yes,no,cellular,14,350,2,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,280,yes,no,unknown,21,502,1,-1,0,unknown,no
64,retired,married,secondary,no,1612,no,no,cellular,18,336,1,89,5,failure,yes
74,retired,divorced,primary,no,29080,no,no,cellular,30,301,5,93,4,other,yes
51,retired,married,primary,no,1495,no,no,telephone,25,1946,4,-1,0,unknown,yes
75,retired,married,unknown,no,7819,no,no,cellular,15,261,1,97,4,other,no
35,technician,divorced,secondary,no,515,yes,yes,cellular,29,114,3,-1,0,unknown,no
43,technician,single,secondary,no,0,yes,no,unknown,14,37,3,-1,0,unknown,no
41,technician,single,unknown,no,3652,yes,no,cellular,12,127,1,363,2,success,no
34,management,single,tertiary,no,48,yes,no,cellular,12,810,3,93,6,failure,yes
35,blue-collar,single,secondary,no,5,no,no,unknown,19,268,3,-1,0,unknown,no
72,retired,married,primary,no,3856,no,no,cellular,10,582,4,115,1,other,yes
46,services,married,secondary,no,0,no,no,cellular,18,74,4,-1,0,unknown,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,168,1,212,2,failure,no
52,admin.,married,secondary,no,722,no,no,cellular,26,99,2,185,3,failure,no
34,management,married,primary,no,2200,no,no,cellular,20,168,1,-1,0,unknown,no
28,admin.,married,secondary,no,568,yes,no,cellular,4,11,6,252,4,other,no
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,323,2,364,1,failure,no
30,management,single,tertiary,no,12857,yes,no,cellular,6,150,1,-1,0,unknown,yes
26,student,single,secondary,no,3096,yes,no,unknown,14,107,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,13,1,-1,0,unknown,no
48,technician,married,secondary,no,7373,yes,no,unknown,14,126,1,-1,0,unknown,no
28,services,divorced,secondary,no,89,no,no,unknown,6,174,2,-1,0,unknown,no
31,management,married,tertiary,no,325,yes,no,cellular,18,1139,2,-1,0,unknown,yes
34,management,married,secondary,no,724,yes,no,cellular,25,305,1,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,21,126,1,88,4,success,yes
53,blue-collar,married,secondary,no,6112,no,no,cellular,30,211,1,86,1,success,no
30,blue-collar,married,secondary,no,363,yes,no,cellular,3,165,1,-1,0,unknown,no
56,services,divorced,secondary,no,1007,no,no,cellular,29,88,6,-1,0,unknown,no
40,blue-collar,married,unknown,no,1181,yes,no,cellular,4,718,2,189,2,success,yes
77,retired,married,primary,no,680,no,no,telephone,25,103,3,-1,0,unknown,no
30,technician,married,secondary,no,2326,no,no,cellular,22,67,1,108,1,success,no
32,technician,single,unknown,no,-170,no,no,unknown,6,46,1,-1,0,unknown,no
34,technician,single,secondary,no,85,yes,no,unknown,20,1182,4,-1,0,unknown,yes
49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,104,3,-1,0,unknown,no
30,technician,married,tertiary,no,606,yes,no,cellular,30,551,1,-1,0,unknown,no
40,entrepreneur,divorced,tertiary,no,0,no,yes,cellular,5,985,6,-1,0,unknown,no
35,technician,single,secondary,no,-206,yes,no,unknown,19,85,4,-1,0,unknown,no
35,management,divorced,tertiary,no,3751,yes,no,cellular,18,210,2,124,2,failure,no
48,management,married,tertiary,no,1533,no,no,unknown,29,358,1,-1,0,unknown,no
43,services,divorced,secondary,no,130,yes,no,unknown,8,193,1,-1,0,unknown,no
60,admin.,married,tertiary,no,1614,no,no,cellular,20,921,6,-1,0,unknown,yes
82,retired,married,tertiary,no,278,no,no,cellular,16,223,7,-1,0,unknown,no
31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,163,1,-1,0,unknown,no
36,student,single,tertiary,no,129,no,no,cellular,27,149,1,-1,0,unknown,yes
31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,154,3,367,2,failure,no
32,management,single,tertiary,no,623,no,no,cellular,6,335,3,194,2,failure,yes
36,services,single,secondary,no,-253,yes,no,cellular,14,1073,1,-1,0,unknown,yes
42,technician,single,secondary,no,0,no,no,cellular,21,656,2,-1,0,unknown,no
47,management,single,tertiary,no,216,yes,no,cellular,29,193,10,-1,0,unknown,no
86,retired,married,primary,no,1817,no,no,cellular,16,272,3,-1,0,unknown,no
31,services,married,secondary,no,4687,yes,no,cellular,14,192,4,-1,0,unknown,no
40,management,divorced,tertiary,no,69,yes,no,cellular,6,503,2,280,2,failure,no
52,housemaid,married,primary,no,135,no,no,cellular,8,172,9,-1,0,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,20,97,1,-1,0,unknown,yes
30,management,divorced,secondary,no,-274,yes,yes,cellular,19,166,2,-1,0,unknown,no
43,management,married,tertiary,no,430,no,no,cellular,17,44,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,228,1,-1,0,unknown,no
38,technician,married,secondary,no,5115,yes,no,cellular,27,99,1,102,6,success,yes
32,technician,married,secondary,no,2556,no,no,cellular,6,269,3,-1,0,unknown,no
58,retired,single,secondary,no,1640,no,yes,cellular,4,72,6,274,4,failure,no
32,admin.,single,tertiary,no,138,no,yes,cellular,29,57,4,-1,0,unknown,no
48,blue-collar,married,primary,no,916,no,no,unknown,12,37,3,-1,0,unknown,no
42,blue-collar,married,primary,no,-404,yes,yes,cellular,10,562,1,-1,0,unknown,no
48,services,married,secondary,no,517,no,no,cellular,14,273,1,-1,0,unknown,no
40,technician,married,secondary,no,17,no,no,telephone,17,192,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,249,yes,no,unknown,12,149,5,-1,0,unknown,no
36,unemployed,married,tertiary,no,7222,yes,no,cellular,4,104,1,181,5,failure,no
31,management,single,tertiary,no,6413,no,no,cellular,13,517,2,-1,0,unknown,no
39,technician,married,secondary,no,116,no,no,cellular,22,554,2,-1,0,unknown,yes
59,management,married,unknown,no,147,no,no,cellular,7,119,3,-1,0,unknown,no
57,housemaid,married,primary,no,85,no,no,unknown,27,194,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,1457,yes,no,cellular,7,89,1,314,1,other,no
36,unemployed,single,secondary,no,851,no,no,cellular,2,368,2,-1,0,unknown,no
49,technician,divorced,secondary,no,972,no,no,cellular,25,613,2,-1,0,unknown,no
59,technician,married,secondary,no,4263,no,yes,cellular,20,426,2,-1,0,unknown,no
42,admin.,single,secondary,no,426,yes,no,cellular,11,636,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,382,7,-1,0,unknown,yes
37,technician,single,secondary,no,4,no,no,cellular,11,933,1,-1,0,unknown,yes
33,technician,single,secondary,no,719,yes,no,cellular,9,448,2,316,6,failure,yes
33,services,single,secondary,no,489,yes,no,cellular,4,297,4,334,1,other,yes
37,technician,divorced,secondary,no,-230,yes,yes,unknown,28,224,2,-1,0,unknown,no
35,admin.,single,secondary,no,3,yes,no,unknown,28,330,5,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,485,1,-1,0,unknown,no
26,services,single,secondary,no,-224,yes,yes,unknown,3,189,1,-1,0,unknown,no
51,blue-collar,single,primary,no,368,yes,no,unknown,9,205,1,-1,0,unknown,no
31,management,married,tertiary,no,0,no,no,cellular,26,76,2,-1,0,unknown,no
50,management,married,tertiary,no,469,no,no,cellular,16,161,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,62,3,190,4,success,no
33,blue-collar,married,secondary,no,35,yes,no,telephone,20,87,1,322,1,failure,no
35,admin.,single,secondary,no,6554,no,no,cellular,29,226,1,-1,0,unknown,no
54,self-employed,married,primary,no,1463,no,no,unknown,20,60,1,-1,0,unknown,no
41,admin.,married,secondary,no,2498,no,no,cellular,12,411,1,-1,0,unknown,yes
60,technician,married,secondary,no,116,no,no,cellular,11,329,2,181,8,success,yes
53,management,married,tertiary,yes,-252,no,yes,cellular,24,223,2,-1,0,unknown,no
52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,243,1,-1,0,unknown,no
52,services,married,secondary,no,0,yes,no,unknown,20,363,5,-1,0,unknown,no
30,technician,married,secondary,no,4,yes,no,cellular,8,17,5,-1,0,unknown,no
35,technician,married,secondary,no,179,no,yes,cellular,20,82,2,-1,0,unknown,no
56,technician,married,primary,no,1232,no,no,cellular,7,44,1,-1,0,unknown,no
44,admin.,married,secondary,no,10905,no,no,cellular,19,240,2,271,1,other,yes
38,technician,single,secondary,no,1655,no,no,cellular,29,392,2,-1,0,unknown,no
41,housemaid,single,secondary,no,2184,no,no,cellular,19,98,1,153,2,failure,no
29,technician,single,tertiary,no,195,yes,yes,cellular,6,210,16,-1,0,unknown,no
31,services,single,secondary,no,3,yes,no,cellular,5,41,1,-1,0,unknown,no
51,technician,married,secondary,no,856,no,no,cellular,17,99,2,-1,0,unknown,no
23,technician,single,secondary,no,598,no,no,cellular,30,166,1,-1,0,unknown,no
36,unemployed,single,primary,no,0,yes,no,telephone,7,63,6,-1,0,unknown,no
52,admin.,divorced,secondary,no,944,yes,no,unknown,12,198,3,-1,0,unknown,no
35,housemaid,single,secondary,no,-122,yes,yes,cellular,13,97,5,-1,0,unknown,no
48,management,married,tertiary,no,618,no,no,unknown,13,149,1,-1,0,unknown,no
62,management,married,secondary,no,1128,no,no,cellular,2,236,1,290,3,other,yes
29,student,single,secondary,no,314,no,no,cellular,7,415,2,116,4,failure,yes
60,housemaid,married,secondary,no,0,no,no,telephone,3,676,2,181,5,failure,yes
57,management,married,secondary,no,3381,yes,no,unknown,15,75,1,-1,0,unknown,no
33,management,divorced,tertiary,no,0,no,no,cellular,13,305,2,-1,0,unknown,no
41,admin.,married,tertiary,no,108,yes,no,cellular,2,210,1,-1,0,unknown,no
30,blue-collar,single,primary,no,334,no,no,cellular,12,188,1,-1,0,unknown,no
40,blue-collar,married,primary,no,442,yes,no,cellular,1,212,1,-1,0,unknown,no
28,management,single,unknown,no,560,no,no,cellular,2,135,1,-1,0,unknown,no
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,483,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-93,yes,no,cellular,18,599,2,-1,0,unknown,no
58,management,married,tertiary,no,2076,no,no,cellular,27,49,4,-1,0,unknown,no
70,retired,married,tertiary,no,44,no,no,cellular,18,1104,2,88,2,other,yes
36,blue-collar,single,secondary,no,206,yes,no,cellular,5,17,6,-1,0,unknown,no
35,technician,single,tertiary,no,303,no,no,cellular,13,713,2,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,cellular,21,1342,2,-1,0,unknown,yes
59,retired,married,primary,no,1930,no,no,unknown,11,453,1,-1,0,unknown,no
50,management,married,tertiary,no,109,yes,no,cellular,13,185,2,-1,0,unknown,no
49,management,married,secondary,no,6758,yes,yes,unknown,27,67,3,-1,0,unknown,no
30,technician,single,secondary,no,816,yes,no,unknown,14,179,1,-1,0,unknown,yes
33,admin.,married,secondary,no,2468,yes,yes,cellular,6,84,1,282,4,failure,no
42,blue-collar,married,primary,no,718,no,no,cellular,2,556,2,-1,0,unknown,no
50,blue-collar,married,primary,no,334,no,no,cellular,27,79,3,-1,0,unknown,no
51,blue-collar,divorced,secondary,yes,56,yes,yes,cellular,20,71,2,-1,0,unknown,no
38,technician,married,secondary,no,565,no,no,cellular,20,93,2,-1,0,unknown,no
43,management,married,tertiary,no,409,no,no,cellular,22,100,7,-1,0,unknown,no
23,student,married,tertiary,yes,-230,yes,no,cellular,18,259,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,707,yes,no,cellular,18,52,2,-1,0,unknown,no
35,management,married,tertiary,no,416,no,no,cellular,7,163,4,-1,0,unknown,no
44,blue-collar,married,primary,no,1265,yes,no,cellular,16,555,1,-1,0,unknown,yes
46,self-employed,married,secondary,no,-816,yes,yes,cellular,15,68,1,-1,0,unknown,no
43,unemployed,married,secondary,no,553,no,no,telephone,4,125,1,-1,0,unknown,no
66,self-employed,married,tertiary,no,147,no,no,telephone,12,411,1,-1,0,unknown,yes
33,admin.,single,tertiary,no,235,yes,no,cellular,18,525,1,-1,0,unknown,yes
48,unemployed,married,secondary,no,11371,yes,no,cellular,3,109,3,-1,0,unknown,no
35,admin.,married,tertiary,no,948,yes,no,cellular,8,86,1,-1,0,unknown,no
57,retired,single,secondary,no,5305,no,no,unknown,12,192,1,-1,0,unknown,no
42,unemployed,married,secondary,no,1289,no,no,cellular,15,250,4,415,2,failure,yes
52,services,married,unknown,no,482,yes,yes,cellular,28,83,7,-1,0,unknown,no
28,management,single,tertiary,no,223,yes,no,cellular,1,303,1,278,3,success,yes
43,blue-collar,married,primary,no,289,yes,no,cellular,6,284,3,-1,0,unknown,no
38,blue-collar,married,primary,no,0,yes,no,unknown,3,179,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1626,no,no,unknown,9,151,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,863,yes,no,unknown,19,943,2,-1,0,unknown,yes
39,blue-collar,single,secondary,no,290,yes,no,cellular,5,128,1,336,1,other,no
57,retired,divorced,tertiary,no,734,no,no,cellular,6,1357,4,-1,0,unknown,yes
32,services,married,secondary,no,182,no,no,cellular,5,277,1,169,2,failure,no
31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,37,3,-1,0,unknown,no
51,technician,married,secondary,no,130,no,no,cellular,22,547,3,-1,0,unknown,no
37,technician,married,secondary,no,1,yes,no,unknown,6,608,1,-1,0,unknown,yes
39,admin.,married,secondary,no,835,yes,no,unknown,5,135,1,-1,0,unknown,no
49,management,married,tertiary,no,403,no,no,cellular,31,255,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,123,yes,no,cellular,8,218,3,-1,0,unknown,no
37,technician,married,secondary,no,95,no,no,cellular,6,454,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,2146,no,no,cellular,7,206,3,-1,0,unknown,no
39,self-employed,single,unknown,no,0,no,no,unknown,20,13,11,-1,0,unknown,no
36,housemaid,divorced,secondary,no,181,yes,no,cellular,18,354,1,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,79,yes,yes,unknown,9,346,3,-1,0,unknown,no
33,blue-collar,married,tertiary,no,6138,yes,no,cellular,19,384,1,183,1,failure,no
27,management,single,tertiary,no,20585,no,no,cellular,15,188,1,-1,0,unknown,yes
55,management,married,tertiary,no,16786,no,no,cellular,18,90,1,-1,0,unknown,no
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,262,1,183,1,failure,yes
37,technician,single,tertiary,no,5122,yes,no,unknown,20,396,1,-1,0,unknown,no
54,admin.,married,tertiary,no,184,no,no,unknown,5,673,2,-1,0,unknown,yes
41,management,married,tertiary,no,0,yes,no,cellular,18,897,3,-1,0,unknown,yes
56,services,married,secondary,no,1989,no,no,cellular,3,336,2,281,2,failure,yes
50,management,married,tertiary,no,1396,no,no,cellular,25,731,6,-1,0,unknown,yes
59,management,married,secondary,no,1083,no,no,cellular,20,125,2,-1,0,unknown,no
28,admin.,single,secondary,no,2,no,no,cellular,15,60,1,-1,0,unknown,no
41,entrepreneur,married,primary,no,759,yes,no,unknown,4,79,10,-1,0,unknown,no
34,management,married,tertiary,no,1433,no,no,cellular,20,111,3,104,3,failure,no
33,management,single,tertiary,no,48,yes,no,cellular,11,400,1,173,5,failure,no
41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,115,1,341,1,failure,no
49,blue-collar,married,primary,no,361,yes,no,unknown,16,513,2,-1,0,unknown,yes
60,retired,married,secondary,no,1853,no,no,cellular,10,234,1,183,1,success,yes
54,admin.,single,secondary,no,15,yes,no,cellular,4,93,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,351,yes,no,unknown,16,76,21,-1,0,unknown,no
32,admin.,single,secondary,no,555,yes,no,cellular,9,344,1,-1,0,unknown,yes
32,technician,single,tertiary,no,696,no,yes,cellular,30,270,2,293,2,failure,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,118,2,-1,0,unknown,no
56,management,married,tertiary,no,616,no,no,cellular,30,225,1,83,1,success,yes
31,management,married,tertiary,no,1224,yes,yes,cellular,20,75,2,119,2,success,no
59,management,married,tertiary,no,5397,no,no,cellular,23,244,1,92,3,success,yes
45,services,divorced,secondary,no,0,yes,yes,cellular,21,173,1,192,1,failure,no
39,admin.,divorced,secondary,no,-427,yes,no,cellular,13,8,5,-1,0,unknown,no
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,873,2,-1,0,unknown,yes
33,management,single,tertiary,no,-2,no,yes,cellular,25,147,6,-1,0,unknown,no
36,blue-collar,single,secondary,no,767,yes,no,cellular,5,62,1,355,2,other,no
33,technician,married,secondary,no,0,yes,no,cellular,9,176,2,262,2,failure,no
30,admin.,married,secondary,no,873,yes,no,unknown,29,792,3,-1,0,unknown,yes
35,technician,married,secondary,no,2201,no,no,telephone,12,350,1,-1,0,unknown,yes
57,retired,divorced,primary,yes,0,no,yes,cellular,24,125,2,-1,0,unknown,no
46,management,single,tertiary,no,653,no,yes,cellular,21,104,1,-1,0,unknown,no
54,management,divorced,tertiary,no,2625,yes,no,cellular,26,67,3,-1,0,unknown,no
30,technician,married,secondary,no,239,yes,no,cellular,20,58,3,150,10,failure,no
25,blue-collar,single,secondary,no,1243,no,yes,cellular,10,1341,7,-1,0,unknown,yes
34,admin.,married,secondary,no,804,yes,no,cellular,23,256,9,-1,0,unknown,no
41,technician,married,secondary,no,1066,no,no,cellular,11,109,3,-1,0,unknown,yes
29,self-employed,single,tertiary,no,8749,no,no,telephone,17,141,7,-1,0,unknown,no
42,admin.,single,secondary,no,684,no,no,cellular,4,207,1,-1,0,unknown,yes
58,management,married,secondary,no,60,no,yes,cellular,19,291,2,-1,0,unknown,no
42,technician,married,tertiary,no,644,yes,no,unknown,7,19,1,-1,0,unknown,no
46,retired,divorced,tertiary,no,-48,no,no,cellular,4,20,4,-1,0,unknown,no
40,management,married,tertiary,no,5010,no,no,cellular,17,49,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,470,yes,yes,unknown,26,185,1,-1,0,unknown,no
39,services,married,secondary,no,104,yes,no,unknown,23,138,6,-1,0,unknown,no
35,self-employed,married,secondary,no,-3,no,no,unknown,9,438,5,-1,0,unknown,no
43,technician,married,secondary,no,373,no,no,telephone,29,221,1,-1,0,unknown,no
39,admin.,married,secondary,no,563,yes,no,cellular,4,190,3,-1,0,unknown,no
44,management,single,tertiary,no,300,yes,no,cellular,17,48,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,63,no,no,cellular,29,435,2,-1,0,unknown,no
47,unemployed,single,secondary,no,4819,no,no,cellular,18,144,1,-1,0,unknown,no
32,technician,divorced,secondary,no,1097,yes,no,unknown,12,298,2,-1,0,unknown,no
48,admin.,married,secondary,no,1800,yes,no,unknown,18,103,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1464,yes,no,unknown,23,588,3,-1,0,unknown,yes
36,blue-collar,married,primary,no,347,no,no,cellular,4,167,2,-1,0,unknown,no
54,housemaid,married,unknown,no,0,no,no,cellular,6,189,2,-1,0,unknown,no
57,retired,married,secondary,no,209,no,no,cellular,14,56,4,-1,0,unknown,no
36,student,single,unknown,no,36,yes,no,unknown,29,705,1,-1,0,unknown,no
52,unemployed,married,secondary,no,1416,no,no,cellular,10,436,2,182,1,success,yes
32,admin.,married,secondary,no,35,no,no,cellular,17,324,3,126,3,success,yes
33,services,married,secondary,no,0,no,no,cellular,9,128,1,-1,0,unknown,no
46,management,married,tertiary,no,466,yes,no,cellular,31,109,8,-1,0,unknown,no
41,blue-collar,single,unknown,no,387,no,no,unknown,20,114,10,-1,0,unknown,no
26,services,married,secondary,no,116,no,no,cellular,5,319,2,-1,0,unknown,no
51,unemployed,married,tertiary,no,174,no,yes,cellular,11,222,7,-1,0,unknown,no
33,management,single,secondary,no,15,no,no,cellular,22,199,1,-1,0,unknown,no
46,housemaid,married,primary,no,238,no,yes,cellular,18,85,2,-1,0,unknown,no
28,self-employed,single,tertiary,no,0,yes,no,unknown,26,1560,2,-1,0,unknown,yes
48,blue-collar,married,secondary,no,653,yes,no,unknown,27,24,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,5,no,no,cellular,17,840,3,-1,0,unknown,yes
42,self-employed,married,secondary,no,240,yes,no,cellular,4,183,1,189,16,other,no
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,1058,2,-1,0,unknown,yes
33,admin.,single,tertiary,no,701,yes,no,cellular,18,59,2,-1,0,unknown,no
37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,120,1,275,1,failure,no
30,blue-collar,single,secondary,no,3,yes,no,cellular,25,51,1,-1,0,unknown,no
21,student,single,tertiary,no,2764,yes,no,cellular,18,78,2,354,2,failure,no
37,services,single,primary,no,0,no,yes,cellular,6,155,6,245,5,other,no
30,management,single,tertiary,no,398,no,no,cellular,30,554,1,6,2,success,yes
41,admin.,married,secondary,no,1597,yes,no,cellular,16,461,2,321,1,failure,no
33,technician,married,secondary,no,303,yes,no,cellular,3,355,1,301,5,success,yes
59,management,married,tertiary,no,2143,yes,no,cellular,28,59,1,268,1,failure,no
44,services,married,secondary,no,483,yes,no,telephone,25,87,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,184,2,182,2,failure,no
42,blue-collar,married,secondary,no,671,yes,no,unknown,20,10,29,-1,0,unknown,no
32,blue-collar,married,primary,no,131,yes,no,unknown,21,212,2,-1,0,unknown,no
55,self-employed,married,primary,no,0,no,no,cellular,8,138,2,-1,0,unknown,no
50,admin.,divorced,secondary,no,3240,no,no,cellular,21,144,2,-1,0,unknown,no
37,technician,married,tertiary,no,549,no,no,cellular,2,239,1,-1,0,unknown,yes
28,student,single,secondary,no,67,no,no,cellular,20,329,3,199,2,other,yes
53,technician,married,secondary,no,6671,yes,yes,cellular,30,72,9,-1,0,unknown,no
49,technician,married,secondary,no,1684,no,yes,cellular,1,412,2,-1,0,unknown,yes
35,blue-collar,divorced,primary,no,21,yes,no,cellular,4,166,2,-1,0,unknown,no
43,services,married,secondary,no,778,no,no,cellular,14,619,2,-1,0,unknown,no
61,retired,married,tertiary,no,5267,no,no,cellular,18,212,7,188,3,success,no
40,technician,married,tertiary,no,296,no,no,unknown,19,198,1,-1,0,unknown,no
39,technician,single,tertiary,no,4660,no,no,unknown,30,53,2,-1,0,unknown,no
29,services,divorced,secondary,no,1336,yes,no,unknown,28,298,5,-1,0,unknown,no
47,admin.,married,secondary,no,3434,yes,yes,telephone,9,337,1,-1,0,unknown,no
58,retired,married,primary,no,1241,no,no,cellular,18,194,2,-1,0,unknown,yes
38,management,married,secondary,no,341,no,no,cellular,15,136,3,346,2,failure,no
34,unemployed,married,secondary,no,438,yes,yes,cellular,9,272,1,323,1,failure,no
